,RT_vaccine_P0,prop_vaccine_RTs_P0,frequency_days_P0,nb_mentors_provax_P0,nb_mentors_antivax_P0,Betweenness_centrality_P0,Closeness_centrality_P0,PageRank_P0,RT_vaccine_P1,prop_vaccine_RTs_P1,frequency_days_P1,nb_mentors_provax_P1,nb_mentors_antivax_P1,Betweenness_centrality_P1,Closeness_centrality_P1,PageRank_P1,RT_vaccine_P2,prop_vaccine_RTs_P2,frequency_days_P2,nb_mentors_provax_P2,nb_mentors_antivax_P2,Betweenness_centrality_P2,Closeness_centrality_P2,PageRank_P2,RT_vaccine_P3,prop_vaccine_RTs_P3,frequency_days_P3,nb_mentors_provax_P3,nb_mentors_antivax_P3,Betweenness_centrality_P3,Closeness_centrality_P3,PageRank_P3,RT_vaccine_P4,prop_vaccine_RTs_P4,frequency_days_P4,nb_mentors_provax_P4,nb_mentors_antivax_P4,Betweenness_centrality_P4,Closeness_centrality_P4,PageRank_P4,RT_vaccine_P5,prop_vaccine_RTs_P5,frequency_days_P5,nb_mentors_provax_P5,nb_mentors_antivax_P5,Betweenness_centrality_P5,Closeness_centrality_P5,PageRank_P5,RT_vaccine_P6,prop_vaccine_RTs_P6,frequency_days_P6,nb_mentors_provax_P6,nb_mentors_antivax_P6,Betweenness_centrality_P6,Closeness_centrality_P6,PageRank_P6,RT_vaccine_P7,prop_vaccine_RTs_P7,frequency_days_P7,nb_mentors_provax_P7,nb_mentors_antivax_P7,Betweenness_centrality_P7,Closeness_centrality_P7,PageRank_P7,RT_vaccine_P8,prop_vaccine_RTs_P8,frequency_days_P8,nb_mentors_provax_P8,nb_mentors_antivax_P8,Betweenness_centrality_P8,Closeness_centrality_P8,PageRank_P8,RT_vaccine_P9,prop_vaccine_RTs_P9,frequency_days_P9,nb_mentors_provax_P9,nb_mentors_antivax_P9,Betweenness_centrality_P9,Closeness_centrality_P9,PageRank_P9,RT_vaccine_P10,prop_vaccine_RTs_P10,frequency_days_P10,nb_mentors_provax_P10,nb_mentors_antivax_P10,Betweenness_centrality_P10,Closeness_centrality_P10,PageRank_P10,RT_vaccine_P11,prop_vaccine_RTs_P11,frequency_days_P11,nb_mentors_provax_P11,nb_mentors_antivax_P11,Betweenness_centrality_P11,Closeness_centrality_P11,PageRank_P11,RT_vaccine_P12,prop_vaccine_RTs_P12,frequency_days_P12,nb_mentors_provax_P12,nb_mentors_antivax_P12,Betweenness_centrality_P12,Closeness_centrality_P12,PageRank_P12,RT_vaccine_P13,prop_vaccine_RTs_P13,frequency_days_P13,nb_mentors_provax_P13,nb_mentors_antivax_P13,Betweenness_centrality_P13,Closeness_centrality_P13,PageRank_P13,RT_vaccine_P14,prop_vaccine_RTs_P14,frequency_days_P14,nb_mentors_provax_P14,nb_mentors_antivax_P14,Betweenness_centrality_P14,Closeness_centrality_P14,PageRank_P14
S294V,8.0,0.0457142857142857,0.2758620689655172,5.0,0.0,0.0025233124536761,0.3584483401715778,0.0003702720511088,5.0,0.032258064516129,0.1724137931034483,3.0,0.0,0.0007236114623083,0.3410607657182999,0.0003656548263818,4.0,0.0272108843537414,0.1379310344827586,2.0,0.0,0.0,0.3113207547169811,0.000424660383817,2.0,0.0125786163522012,0.0689655172413793,2.0,0.0,0.0005280513756043,0.2938582677165354,0.0003385049968462,3.0,0.0161290322580645,0.1034482758620689,2.0,0.0,0.0,0.2746603662138216,0.0004580437932235,4.0,0.0201005025125628,0.1379310344827586,2.0,0.0,0.0,0.2821484992101106,0.0005760271227825,3.0,0.0114503816793893,0.1034482758620689,3.0,0.0,0.0021888875382446,0.2919485791610284,0.0005327353649695,2.0,0.0080971659919028,0.0689655172413793,2.0,0.0,0.0009559104245139,0.2740788623141564,0.0004515180919302,2.0,0.0127388535031847,0.0689655172413793,2.0,0.0,0.0018858075421825,0.2780620948481747,0.0004692092594289,2.0,0.017391304347826,0.0689655172413793,2.0,0.0,0.000843930437714,0.2861830113014947,0.0005386119951599,1.0,0.0104166666666666,0.0344827586206896,1.0,0.0,0.0,0.2620624408703879,0.0003347454672145,2.0,0.0194174757281553,0.0689655172413793,1.0,0.0,0.0,0.2745098039215686,0.0004221271102382,4.0,0.032258064516129,0.1379310344827586,2.0,0.0,0.0,0.2911515940143136,0.0005263709816307,2.0,0.0194174757281553,0.0689655172413793,2.0,0.0,0.0016341113459258,0.2977584476413516,0.0003438081790403,0.0,0.0,0.0,0.0,0.0,,,
S401V,3.0,0.0132743362831858,0.1034482758620689,2.0,0.0,0.0,0.3490737377406466,0.0002314292341588,7.0,0.0328638497652582,0.2068965517241379,2.0,0.0,0.0,0.3386815486571329,0.0004390460623923,6.0,0.0217391304347826,0.1724137931034483,2.0,0.0,0.0,0.3158415841584158,0.0005929195366705,3.0,0.0094339622641509,0.1034482758620689,2.0,0.0,0.0,0.3056010481493613,0.0004392318937338,1.0,0.0028011204481792,0.0344827586206896,1.0,0.0,0.0,0.2926368785399622,0.0002541309540829,1.0,0.0027027027027027,0.0344827586206896,1.0,0.0,0.0,0.2757023772769373,0.0002950142474652,1.0,0.0026385224274406,0.0344827586206896,1.0,0.0,0.0,0.2410614525139665,0.0003637898256237,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0045454545454545,0.0344827586206896,1.0,0.0,0.0,0.2611342518423582,0.0004266212124846,1.0,0.00418410041841,0.0344827586206896,1.0,0.0,0.0,0.2598477325388944,0.0004517544217381,1.0,0.0032467532467532,0.0344827586206896,1.0,0.0,0.0,0.2618972581153482,0.0003887911784578,2.0,0.0054644808743169,0.0689655172413793,1.0,0.0,0.0,0.2329693187727509,0.0004356082764142,2.0,0.0054945054945054,0.0689655172413793,1.0,0.0,0.0,0.2316252587991718,0.0004068976209076,1.0,0.0029761904761904,0.0344827586206896,1.0,0.0,0.0,0.2635475273911756,0.0002908422773885,0.0,0.0,0.0,0.0,0.0,,,
S322V,5.0,0.0012745347947998,0.1379310344827586,3.0,0.0,0.0015515189685165,0.3516282473472374,0.000286668004861,2.0,0.0003666361136571,0.0689655172413793,1.0,0.0,0.0,0.3079606723755154,0.0002424572826655,3.0,0.0004732607666824,0.1034482758620689,1.0,0.0,0.0,0.292481662591687,0.0003694087106307,5.0,0.0008576329331046,0.1724137931034483,2.0,0.0,0.0,0.3056010481493613,0.0006229854894058,4.0,0.0007608902415826,0.1379310344827586,1.0,0.0,0.0,0.2926368785399622,0.000533172581101,2.0,0.0003581020590868,0.0689655172413793,1.0,0.0,0.0,0.2757023772769373,0.0004222432600311,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0002448579823702,0.0344827586206896,1.0,0.0,0.0,0.2618972581153482,0.0003887911784578,3.0,0.0008655510675129,0.1034482758620689,1.0,0.0,0.0,0.2329693187727509,0.0005698003744875,4.0,0.0014998125234345,0.1379310344827586,2.0,0.0,0.0,0.2981345769487009,0.0006146053550004,2.0,0.0008980691513246,0.0689655172413793,2.0,0.0,0.0020416487064541,0.3015926804473059,0.0003762239841567,0.0,0.0,0.0,0.0,0.0,,,
S445V,8.0,0.0066390041493775,0.1724137931034483,4.0,0.0,0.0001326786461308,0.3285470085470085,0.0003853070443736,5.0,0.0040420371867421,0.1724137931034483,2.0,0.0,0.0,0.3161836535330511,0.000377333730271,6.0,0.0051194539249146,0.2068965517241379,3.0,0.0,0.000398442545146,0.3187874750166555,0.0005680103372254,3.0,0.0032188841201716,0.1034482758620689,3.0,0.0,0.0012489574563945,0.3016488845780795,0.0004251909217982,1.0,0.0010893246187363,0.0344827586206896,1.0,0.0,0.0,0.2570480928689884,0.0002594985031507,1.0,0.0013642564802182,0.0344827586206896,1.0,0.0,0.0,0.2692191739523666,0.0002696357252446,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,
S340V,14.0,0.0818713450292397,0.3103448275862069,4.0,0.0,0.0,0.3536989326463011,0.0005256381047555,6.0,0.0483870967741935,0.1724137931034483,3.0,0.0,0.0,0.3216296787015568,0.0004125954954868,4.0,0.0350877192982456,0.1379310344827586,2.0,0.0,0.0,0.299624295554164,0.0004403535821858,3.0,0.0161290322580645,0.1034482758620689,2.0,0.0,0.0,0.2869886188864964,0.0004310390923584,2.0,0.0119760479041916,0.0689655172413793,2.0,0.0,0.000135474659109,0.2698781195589089,0.0003580382468781,1.0,0.0070422535211267,0.0344827586206896,1.0,0.0,0.0,0.2757023772769373,0.0002950142474652,1.0,0.0032362459546925,0.0344827586206896,1.0,0.0,0.0,0.2410614525139665,0.0003637898256237,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0034013605442176,0.0344827586206896,1.0,0.0,0.0,0.2612244897959184,0.0002897269409222,1.0,0.0028735632183908,0.0344827586206896,1.0,0.0,0.0,0.2612375948628138,0.0002629354784707,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,
S736V,189.0,0.0689026613197229,0.7586206896551724,1.0,9.0,0.0110482639747302,0.4459396751740139,0.0008041321285551,184.0,0.0533333333333333,0.896551724137931,0.0,9.0,0.0,0.3391547327977646,0.0008638489340598,87.0,0.0370843989769821,0.7586206896551724,0.0,8.0,0.0011148487763418,0.3403271692745377,0.0005928545814808,53.0,0.0406441717791411,0.6551724137931034,0.0,7.0,0.0020733075664148,0.343646408839779,0.0004434172909929,53.0,0.0505725190839694,0.5862068965517241,0.0,6.0,0.0003246181951789,0.3439349112426035,0.0004630580676546,35.0,0.0597269624573378,0.3793103448275862,0.0,4.0,0.0,0.3484198205228248,0.0004119343703636,27.0,0.0687022900763358,0.3448275862068966,0.0,6.0,0.0006327663504468,0.3488278092158448,0.0004002653543996,28.0,0.0710659898477157,0.4137931034482758,0.0,6.0,0.0030876172664851,0.355108877721943,0.0003903978781782,39.0,0.0917647058823529,0.4827586206896552,0.0,4.0,0.0013313332461727,0.3627058299955496,0.0004725466366353,48.0,0.0939334637964774,0.4827586206896552,0.0,6.0,0.0075459847114215,0.3725676317038443,0.0005595306544534,24.0,0.0784313725490196,0.2758620689655172,0.0,4.0,0.0021735757574786,0.3543710021321962,0.0003716615636734,10.0,0.0568181818181818,0.1724137931034483,0.0,3.0,0.0,0.3320978502594514,0.0002369958926904,15.0,0.0526315789473684,0.2068965517241379,0.0,4.0,0.0014285610204768,0.3322197475872309,0.000263504284182,16.0,0.0581818181818181,0.2068965517241379,0.0,3.0,0.0,0.3419131771033423,0.0002695568080572,8.0,0.0975609756097561,0.1034482758620689,0.0,2.0,0.0,0.3485481470052943,0.0002814811001683
S8V,34.0,0.0435897435897435,0.7241379310344828,7.0,1.0,0.0016571716172153,0.4526613283089967,0.0010202321141967,30.0,0.0370828182941903,0.6551724137931034,7.0,1.0,0.0027509121356879,0.4419663177059627,0.0013566953562372,24.0,0.0352422907488986,0.5172413793103449,6.0,1.0,0.0275359368103622,0.4197368421052631,0.001763493154415,18.0,0.0291734197730956,0.4482758620689655,7.0,0.0,0.0001705028968879,0.3328576525151623,0.0017974185883853,14.0,0.0231023102310231,0.3448275862068966,4.0,0.0,0.0006341471284146,0.3150406504065041,0.001474141170167,11.0,0.0201465201465201,0.3103448275862069,5.0,0.0,0.0084676097356761,0.3185872279700321,0.0015033885297207,9.0,0.0231362467866323,0.2413793103448276,7.0,0.0,0.0079821800065367,0.3168135095447871,0.0014581031189699,6.0,0.0235294117647058,0.1379310344827586,5.0,0.0,0.0082934710356262,0.3056957462148522,0.0011650302553718,5.0,0.0183150183150183,0.1724137931034483,3.0,0.0,0.0014454501364663,0.2889046437433534,0.0008992953988029,5.0,0.0169491525423728,0.1724137931034483,3.0,0.0,0.001749555910218,0.2839059674502712,0.0010784403879762,6.0,0.018018018018018,0.2068965517241379,4.0,0.0,0.0014857034334184,0.2866505691617799,0.0012444340118207,12.0,0.031331592689295,0.3793103448275862,4.0,0.0,0.0,0.3027027027027027,0.0017259868233933,12.0,0.037037037037037,0.3793103448275862,5.0,0.0,0.0003276474726245,0.3109798471160528,0.0014809568570652,9.0,0.0358565737051792,0.2413793103448276,5.0,0.0,0.0005404017916111,0.3044816968867602,0.0011016448254082,3.0,0.0182926829268292,0.0344827586206896,2.0,0.0,0.0,0.2799155977566772,0.0007684912566601
S742V,132.0,0.0131474103585657,1.0,0.0,8.0,0.0,0.3392163783974585,0.0005977139695895,107.0,0.0107440506074907,0.9310344827586208,0.0,8.0,0.0,0.3389179755671902,0.0005725489321064,73.0,0.0078562204046491,0.9310344827586208,0.0,8.0,0.0005960326694162,0.3403271692745377,0.0005250099520332,94.0,0.0098594503880847,1.0,0.0,7.0,0.0001320141739626,0.3426367976496511,0.0006550236743392,83.0,0.0097315042795169,0.9655172413793104,0.0,6.0,0.0,0.3424153166421207,0.0006296544612894,56.0,0.0067518688208343,0.8275862068965517,0.0,5.0,0.0002081856489646,0.348691917219836,0.0005576232916248,67.0,0.0067093931504105,0.7931034482758621,0.0,7.0,0.0003279806117723,0.3491100323624595,0.0007281258933184,103.0,0.0102263701350278,0.8275862068965517,0.0,8.0,0.0,0.3563025210084034,0.0009559142936322,114.0,0.0113207547169811,0.8620689655172413,0.0,7.0,0.0002091918406539,0.3614190687361419,0.0010260885565178,102.0,0.0117268337548861,0.896551724137931,0.0,5.0,0.0001094158307551,0.3694117647058823,0.0009684639587337,79.0,0.0132728494623655,0.7586206896551724,0.0,4.0,0.0,0.3546734955185659,0.0008068955333566,71.0,0.0165810368986454,0.7586206896551724,0.0,7.0,0.001031462873314,0.35,0.0006662694737641,93.0,0.0154819377393041,0.9310344827586208,0.0,7.0,0.000625428340224,0.3504306969459671,0.0007652908676367,132.0,0.0177228786251342,0.9655172413793104,0.0,5.0,0.0,0.3475204998047637,0.001002305295864,93.0,0.0212280301301072,0.5517241379310345,0.0,5.0,0.0,0.3539323528200058,0.0012492753209956
S683V,248.0,0.1175355450236966,0.9310344827586208,1.0,8.0,0.0,0.445526193787668,0.0009987379027376,206.0,0.132051282051282,0.896551724137931,0.0,8.0,0.0003510673946359,0.3389179755671902,0.0009440626434936,141.0,0.1174021648626144,0.7931034482758621,0.0,6.0,0.0,0.3386411889596603,0.0008582332013826,144.0,0.1205020920502092,0.7586206896551724,0.0,6.0,0.0005012294971769,0.3426367976496511,0.0009109768948649,137.0,0.2011747430249633,0.6896551724137931,0.0,5.0,0.0,0.3421633554083885,0.0009271887387545,129.0,0.2186440677966101,0.7586206896551724,0.0,5.0,0.0008468956309875,0.348691917219836,0.0010596741699572,102.0,0.1543116490166414,0.7586206896551724,0.0,4.0,0.0004920963812806,0.3474235104669887,0.001007167739777,42.0,0.0865979381443299,0.3793103448275862,0.0,4.0,0.0003931006298995,0.3386581469648562,0.0004883287196122,4.0,0.0198019801980198,0.0689655172413793,0.0,3.0,0.0052489404888861,0.3560506771515946,0.0002141229998721,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,
S850V,101.0,0.0754857997010463,0.6896551724137931,0.0,8.0,0.0,0.3392163783974585,0.0004929336364692,98.0,0.0610591900311526,0.7241379310344828,0.0,8.0,0.0003335260293257,0.3389179755671902,0.0005346882844408,68.0,0.039766081871345,0.7586206896551724,0.0,8.0,0.0001490987970115,0.3403271692745377,0.0005004024666095,57.0,0.0331010452961672,0.7586206896551724,0.0,5.0,0.0,0.3386569872958258,0.0004593184220152,33.0,0.0307262569832402,0.4137931034482758,0.0,4.0,0.0003006103685853,0.3419117647058823,0.0003461977463237,6.0,0.0181268882175226,0.1034482758620689,0.0,2.0,0.0,0.3470656820831714,0.0002094724755524,2.0,0.015625,0.0689655172413793,0.0,2.0,0.004144313724734,0.3355365474339036,0.0001905303120212,7.0,0.0285714285714285,0.1724137931034483,0.0,4.0,0.0013065591755981,0.3405622489959839,0.0002304075114402,19.0,0.0383064516129032,0.3448275862068966,0.0,6.0,0.00218226484055,0.3633526526972804,0.0003295577393884,19.0,0.0303514376996805,0.3793103448275862,0.0,4.0,0.0006632699628065,0.3718616769303647,0.000338965766589,13.0,0.016270337922403,0.3448275862068966,0.0,4.0,0.0007972957852329,0.3546734955185659,0.0002850347954534,23.0,0.0240334378265412,0.4137931034482758,0.0,6.0,0.0007828926025442,0.3494539781591264,0.0003318809953133,29.0,0.0319031903190319,0.4137931034482758,0.0,5.0,0.0009421902867588,0.3490639625585023,0.0003547665037973,27.0,0.030716723549488,0.3793103448275862,0.0,5.0,0.0,0.3469785575048733,0.0003411408497363,14.0,0.0314606741573033,0.2068965517241379,0.0,5.0,0.0,0.3536110342972459,0.0003560634207656
S376V,1.0,0.0041152263374485,0.0344827586206896,1.0,0.0,0.0,0.2624965856323409,0.0001837441604486,2.0,0.0085106382978723,0.0689655172413793,1.0,0.0,0.0,0.2689005815563556,0.0002401337324238,3.0,0.0103806228373702,0.1034482758620689,2.0,0.0,0.0,0.2855011933174224,0.0003671593992838,1.0,0.0033222591362126,0.0344827586206896,1.0,0.0,0.0,0.2698871854208851,0.0002472854966864,1.0,0.0031152647975077,0.0344827586206896,1.0,0.0,0.0,0.2613827993254637,0.0002578743815458,2.0,0.0066006600660066,0.0689655172413793,1.0,0.0,0.0,0.2650638171564262,0.0003716450803983,3.0,0.0112359550561797,0.1034482758620689,1.0,0.0,0.0,0.2734474017743979,0.0005232371301748,1.0,0.0045045045045045,0.0344827586206896,1.0,0.0,0.0,0.2685243825205826,0.0003105071914516,1.0,0.0039840637450199,0.0344827586206896,1.0,0.0,0.0,0.272302038088874,0.0003233608455059,3.0,0.012,0.0689655172413793,1.0,0.0,0.0,0.2713446249567922,0.0006653350022134,3.0,0.0110294117647058,0.0689655172413793,1.0,0.0,0.0,0.2690191000323729,0.0006248954303358,2.0,0.0054794520547945,0.0689655172413793,1.0,0.0,0.0,0.2692307692307692,0.0004035438853794,2.0,0.0060975609756097,0.0689655172413793,1.0,0.0,0.0,0.273365913255956,0.0003575455642848,3.0,0.0141509433962264,0.1034482758620689,1.0,0.0,0.0,0.2730899048787972,0.0004385790801158,1.0,0.0086206896551724,0.0344827586206896,1.0,0.0,0.0,0.2654191170551389,0.0003821811491791
S81V,13.0,0.0049392097264437,0.3793103448275862,5.0,0.0,0.0002140827575342,0.358715938783128,0.0004929726347005,10.0,0.004551661356395,0.2758620689655172,5.0,0.0,0.0001972825528808,0.3471576689309975,0.0005821635234073,5.0,0.0035260930888575,0.1724137931034483,2.0,0.0,0.0,0.2968362282878412,0.0005198400541761,9.0,0.0061601642710472,0.2068965517241379,2.0,0.0,0.0,0.2977976380466007,0.0009786051578491,10.0,0.0056179775280898,0.2413793103448276,2.0,0.0,0.0,0.2992277992277992,0.001093625232901,4.0,0.0026613439787092,0.1379310344827586,2.0,0.0,0.0,0.2791497342919662,0.0007001236989482,3.0,0.0033594624860022,0.1034482758620689,2.0,0.0,0.0,0.26504914004914,0.0006462631280867,1.0,0.0009671179883945,0.0344827586206896,1.0,0.0,0.0,0.2549609140108238,0.0003673780247544,1.0,0.0009794319294809,0.0344827586206896,1.0,0.0,0.0,0.2581564776686728,0.00036742310544,1.0,0.0023419203747072,0.0344827586206896,1.0,0.0,0.0,0.2339791356184798,0.0004306624348968,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0014903129657228,0.0344827586206896,1.0,0.0,0.0,0.2519707207207207,0.000280396864115,1.0,0.0018939393939393,0.0344827586206896,1.0,0.0,0.0,0.2048331415420023,0.0002779821328552,0.0,0.0,0.0,0.0,0.0,,,
S814V,121.0,0.0495292672943102,1.0,1.0,9.0,0.0,0.4459396751740139,0.0005833999135474,93.0,0.0446900528592023,0.8620689655172413,0.0,9.0,0.0,0.3391547327977646,0.0005171569335344,60.0,0.032555615843733,0.7241379310344828,0.0,8.0,0.0,0.3391211906449327,0.0004607148470348,55.0,0.0347222222222222,0.7931034482758621,0.0,8.0,0.0012729509750436,0.3438997419830446,0.0004533590569277,56.0,0.0391334730957372,0.8275862068965517,0.0,6.0,0.0001823775599769,0.3436807095343681,0.000479895924671,53.0,0.0261987147800296,0.8275862068965517,0.0,5.0,0.0002608012577985,0.348691917219836,0.0005407973704328,58.0,0.0238879736408566,0.8620689655172413,0.0,9.0,0.0016416232900001,0.3505280259951259,0.0006654007915601,66.0,0.0273291925465838,0.8620689655172413,0.0,10.0,0.0027022956019402,0.357504215851602,0.0006888684883509,76.0,0.0332458442694663,0.9310344827586208,0.0,7.0,0.0009904632828471,0.3614190687361419,0.0007517303985254,77.0,0.0443293033966609,0.9655172413793104,0.0,7.0,0.0,0.3701084394153701,0.0007880610102195,69.0,0.0423572744014733,0.9310344827586208,0.0,7.0,0.0,0.3561937419631376,0.0007427691623495,75.0,0.0419228619340413,0.896551724137931,0.0,6.0,0.0,0.3345780433159074,0.0006982614585931,69.0,0.0368589743589743,0.8275862068965517,0.0,6.0,0.0,0.3337061894108874,0.0006199767752019,92.0,0.0370221327967806,0.896551724137931,0.0,6.0,0.0,0.3477921062915201,0.0007670366253536,78.0,0.0465393794749403,0.5517241379310345,0.0,6.0,0.0,0.3542542558239348,0.0010945540397623
S306V,7.0,0.0102489019033674,0.2068965517241379,1.0,0.0,0.0,0.3258731773482536,0.0003270725296727,4.0,0.0061162079510703,0.1034482758620689,1.0,0.0,0.0,0.3153621305618707,0.0003147589391426,1.0,0.0018484288354898,0.0344827586206896,1.0,0.0,0.0,0.2834715639810427,0.0002296560336539,1.0,0.0024096385542168,0.0344827586206896,1.0,0.0,0.0,0.2907447803053911,0.0002539773338161,1.0,0.0024213075060532,0.0344827586206896,1.0,0.0,0.0,0.2926368785399622,0.0002541309540829,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0024937655860349,0.0344827586206896,1.0,0.0,0.0,0.2611342518423582,0.0004266212124846,1.0,0.0020746887966804,0.0344827586206896,1.0,0.0,0.0,0.2598477325388944,0.0004517544217381,2.0,0.003125,0.0689655172413793,1.0,0.0,0.0,0.2618972581153482,0.0005972938953772,5.0,0.008,0.1724137931034483,1.0,0.0,0.0,0.2329693187727509,0.0008381845706342,4.0,0.007532956685499,0.1379310344827586,1.0,0.0,0.0,0.2316252587991718,0.0006463845275296,7.0,0.0112903225806451,0.1379310344827586,1.0,0.0,0.0,0.2635475273911756,0.0010257949316185,7.0,0.0175438596491228,0.1379310344827586,1.0,0.0,0.0,0.2641590737730867,0.0015595149530109
S825V,23.0,0.2035398230088495,0.3103448275862069,0.0,2.0,0.0,0.3335647344671988,0.0002316920648212,10.0,0.3333333333333333,0.1724137931034483,0.0,1.0,0.0,0.3290410030498136,0.0001921146642147,10.0,0.303030303030303,0.1724137931034483,0.0,1.0,0.0,0.3316008316008316,0.0002059798487101,10.0,0.3125,0.1379310344827586,0.0,2.0,0.0,0.3371882905674015,0.0002124770259757,5.0,0.3571428571428571,0.0689655172413793,0.0,2.0,0.0,0.3354978354978355,0.0001891512399286,7.0,0.1944444444444444,0.0689655172413793,0.0,2.0,0.0,0.3470656820831714,0.0002170738423533,11.0,0.1692307692307692,0.1379310344827586,0.0,2.0,0.0,0.3355365474339036,0.0002657036385938,11.0,0.2075471698113207,0.1034482758620689,0.0,2.0,0.0,0.3392,0.0002592942671041,7.0,0.2916666666666667,0.0344827586206896,0.0,2.0,0.0,0.3579270970575318,0.0002347736363365,8.0,0.2424242424242424,0.0689655172413793,0.0,3.0,0.0,0.3683716564992961,0.0002527283263757,31.0,0.369047619047619,0.1379310344827586,0.0,3.0,0.0,0.354069024286323,0.0004259054329386,42.0,0.4565217391304347,0.1379310344827586,0.0,4.0,0.0002200789428803,0.3335815338793745,0.000458209407473,28.0,0.4117647058823529,0.1034482758620689,0.0,4.0,0.0,0.3324665676077266,0.0003458215320663,9.0,0.3333333333333333,0.0344827586206896,0.0,3.0,0.0006195807604784,0.3458997279440342,0.0002250737305444,0.0,0.0,0.0,0.0,0.0,,,
S999V,13.0,0.0730337078651685,0.3793103448275862,0.0,2.0,0.0,0.3267596055763346,0.0001998956581011,15.0,0.0614754098360655,0.2758620689655172,0.0,3.0,0.0,0.331965811965812,0.0002115552033618,46.0,0.1229946524064171,0.6206896551724138,0.0,4.0,0.0,0.3350840336134453,0.0003856290395697,58.0,0.166189111747851,0.8620689655172413,0.0,4.0,0.0,0.338166002174701,0.0004634945082599,42.0,0.1603053435114503,0.7586206896551724,0.0,3.0,0.0,0.3359826589595375,0.0003966020259048,42.0,0.1549815498154981,0.6896551724137931,0.0,4.0,0.0,0.3478768991040125,0.0004615834784578,36.0,0.1607142857142857,0.6206896551724138,0.0,4.0,0.0,0.3363211223694466,0.0004723755593428,40.0,0.184331797235023,0.6551724137931034,0.0,4.0,0.0,0.3400160384923817,0.0004765336394211,56.0,0.1885521885521885,0.6896551724137931,0.0,4.0,0.0002833604025515,0.3588727432848965,0.0005922472786469,102.0,0.2236842105263158,0.7931034482758621,0.0,4.0,0.0,0.3622519612367328,0.0009623747526364,109.0,0.1676923076923077,0.7931034482758621,0.0,4.0,0.0,0.3543710021321962,0.0010457521689131,93.0,0.1291666666666666,0.7241379310344828,0.0,4.0,0.0,0.3335815338793745,0.0008180169619259,70.0,0.1372549019607843,0.6206896551724138,0.0,4.0,0.0,0.3317272053372869,0.0006179158637655,55.0,0.1392405063291139,0.6551724137931034,0.0,4.0,0.0,0.3467082197117258,0.0005197297942674,40.0,0.1716738197424892,0.4482758620689655,0.0,4.0,0.0,0.3532902986652302,0.0006493969539553
S969V,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,51.0,0.0126050420168067,0.4137931034482758,0.0,9.0,0.00188084246683,0.3505280259951259,0.0006075340319055,118.0,0.0168860904407555,0.896551724137931,0.0,10.0,0.0011527740700521,0.357504215851602,0.0010801909613934,130.0,0.0205273961787462,1.0,0.0,8.0,0.0009904632828471,0.3643272239606616,0.0011580092679779,136.0,0.0205904617713853,1.0,0.0,8.0,0.0,0.3736316039980961,0.0012450698953291,106.0,0.0159206969059777,0.9655172413793104,0.0,8.0,0.0,0.358653431160984,0.001044073674853,116.0,0.0170063040609881,0.9655172413793104,0.0,8.0,0.0,0.3502736512900704,0.0009932913770956,121.0,0.0193414322250639,0.9655172413793104,0.0,8.0,0.000936668388388,0.350705329153605,0.0009545852626849,80.0,0.0195551209973111,0.9310344827586208,0.0,7.0,0.0,0.349705304518664,0.0006808206241916,40.0,0.0277777777777777,0.5172413793103449,0.0,5.0,0.0076522389596387,0.3624965605196988,0.0006535081328065
